"customer_id","total_orders","total_spend","avg_order_value","customer_tenure_days","orders_last_30d","days_since_last_order","category_diversity","delivery_risk","cltv_label"
"15484407",3,"3426.39","1142.13",291,1,14,3,"0.05185185185185185","0"
"15487049",2,"5137.77","2568.885",199,0,117,2,"0.07777777777777778","0"
"15529446",2,"358.07","179.035",540,0,464,2,"0.17777777777777778","0"
"15534747",2,"1519.74","759.87",556,0,415,1,"0.12222222222222222","0"
"15568831",2,"4170.36","2085.18",579,0,436,2,"0.13333333333333333","0"
"15599514",1,"2831.58","2831.58",497,0,497,1,"0.2","0"
"15631726",3,"6718.43","2239.4766666666665",384,0,48,3,"0.23703703703703705","0"
"15661674",2,"5317.11","2658.555",565,0,554,1,"0","0"
"15661901",2,"3420.57","1710.285",441,1,14,2,"0.13333333333333333","0"
"15733078",1,"2406.32","2406.32",45,0,45,1,"0","0"
"4849477",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"15796277",1,"1589.89","1589.89",461,0,461,1,"0.3333333333333333","0"
"15808945",4,"6858.35","1714.5875",567,2,11,4,"0.24444444444444444","0"
"15830066",4,"5033.89","1258.4725",387,0,73,4,"0.07222222222222222","0"
"15897933",1,"154.5","154.5",218,0,218,1,"0","0"
"15931134",2,"3315.1","1657.55",392,0,316,1,"0.28888888888888886","0"
"16082651",2,"2571.1","1285.55",209,0,117,2,"0.1111111111111111","0"
"16230299",1,"626.19","626.19",375,0,375,1,"0.35555555555555557","0"
"16256136",2,"1151.27","575.635",277,0,231,2,"0.26666666666666666","0"
"16341776",1,"1036.38","1036.38",533,0,533,1,"0.06666666666666667","0"
"16359370",1,"2333.7","2333.7",324,0,324,1,"0.06666666666666667","0"
"16376189",1,"1609.25","1609.25",517,0,517,1,"0","0"
"16379942",4,"5727.7","1431.925",506,0,196,3,"0.10555555555555556","0"
"16400639",2,"5962.97","2981.485",386,1,14,2,"0.2","0"
"16410155",3,"7414.59","2471.53",481,0,74,3,"0.1111111111111111","0"
"16420489",5,"14262.32","2852.464",567,0,237,4,"0.09333333333333334","0"
"16424635",3,"7201.16","2400.3866666666668",380,0,210,3,"0.08148148148148149","0"
"16436359",2,"6487.54","3243.77",340,0,102,2,"0.2","0"
"22161071",1,"2337.12","2337.12",424,0,424,1,"0.044444444444444446","0"
"16448993",1,"328.51","328.51",429,0,429,1,"0.4444444444444444","0"
"16484167",1,"3927.09","3927.09",577,0,577,1,"0.06666666666666667","0"
"16485871",1,"1135.56","1135.56",330,0,330,1,"0.3333333333333333","0"
"16543242",5,"7849.54","1569.908",589,1,24,4,"0.05333333333333334","0"
"16561710",4,"9975.27","2493.8175",427,0,155,3,"0","0"
"16617201",1,"53.49","53.49",178,0,178,1,"0.08888888888888889","0"
"16640907",1,"1078.17","1078.17",573,0,573,1,"0.4666666666666667","0"
"16780752",1,"2814.99","2814.99",418,0,418,1,"0","0"
"16785724",3,"7483.84","2494.6133333333332",577,0,317,3,"0.022222222222222223","0"
"17106161",1,"2184.02","2184.02",587,0,587,1,"0","0"
"17132416",2,"6849.14","3424.57",509,0,474,1,"0","0"
"17159117",2,"4653.8","2326.9",370,0,354,2,"0.022222222222222223","0"
"17201639",1,"3012.27","3012.27",406,0,406,1,"0","0"
"17287733",2,"5041.11","2520.555",569,0,182,2,"0.1","0"
"17341194",2,"5557.3","2778.65",356,0,256,2,"0.03333333333333333","0"
"17390673",2,"1888.67","944.335",282,0,35,2,"0.044444444444444446","0"
"17392512",1,"361.89","361.89",35,0,35,1,"0","0"
"17521263",1,"738.71","738.71",322,0,322,1,"0","0"
"17597449",5,"17857.34","3571.468",529,0,123,4,"0.044444444444444446","0"
"17675915",1,"913.2","913.2",279,0,279,1,"0.06666666666666667","0"
"17681645",1,"136.6","136.6",169,0,169,1,"0.5111111111111111","0"
"17696094",1,"994.56","994.56",531,0,531,1,"0.044444444444444446","0"
"17749347",2,"4039.66","2019.83",322,1,16,2,"0.18888888888888888","0"
"17805991",8,"18409.9","2301.2375",561,0,46,5,"0.10277777777777777","0"
"17843667",1,"1153.83","1153.83",30,0,30,1,"0.044444444444444446","0"
"17929886",2,"3657.18","1828.59",495,0,81,2,"0.06666666666666667","0"
"17939362",1,"1213.48","1213.48",411,0,411,1,"0","0"
"18035010",2,"4202.22","2101.11",404,0,78,2,"0.12222222222222222","0"
"18082040",3,"5506.83","1835.61",540,0,159,2,"0.2222222222222222","0"
"18113428",4,"8327.12","2081.78",493,0,328,3,"0.1","0"
"18140588",2,"7136.73","3568.365",323,0,304,2,"0.011111111111111112","0"
"18170800",1,"2282.55","2282.55",531,0,531,1,"0.1111111111111111","0"
"18199057",2,"3264.03","1632.015",302,1,11,2,"0.3333333333333333","0"
"18229949",1,"102.44","102.44",113,0,113,1,"0","0"
"18256339",3,"7505.38","2501.7933333333335",485,0,70,2,"0.1259259259259259","0"
"91291123",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"18259715",4,"2615.27","653.8175",539,0,68,3,"0.07222222222222222","0"
"18326028",1,"833.93","833.93",131,0,131,1,"0.022222222222222223","0"
"18394558",2,"5704.59","2852.295",480,0,95,2,"0.011111111111111112","0"
"18465047",4,"13626.39","3406.5975",594,1,27,4,"0.15555555555555556","0"
"18567760",3,"5805.48","1935.16",503,0,73,3,"0.02962962962962963","0"
"18642306",3,"6618.49","2206.1633333333334",338,1,29,3,"0.029629629629629627","0"
"18791381",4,"11040.96","2760.24",580,1,14,4,"0.13333333333333333","0"
"18889370",2,"6470.28","3235.14",455,0,398,1,"0.14444444444444443","0"
"18935489",3,"5707.28","1902.4266666666667",485,0,326,3,"0.13333333333333333","0"
"18940384",1,"2549.18","2549.18",161,0,161,1,"0.26666666666666666","0"
"18986315",1,"1996.55","1996.55",129,0,129,1,"0","0"
"19067680",3,"6801.7","2267.233333333333",546,0,282,3,"0.07407407407407407","0"
"19080489",2,"6787.47","3393.735",237,0,208,2,"0.07777777777777778","0"
"19091057",3,"5251.98","1750.66",437,0,203,2,"0.06666666666666667","0"
"19145354",1,"1525.58","1525.58",131,0,131,1,"0","0"
"19179897",1,"1721.08","1721.08",85,0,85,1,"0.06666666666666667","0"
"19180962",5,"12130.09","2426.018",343,0,56,4,"0.12","0"
"88434834",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"19182548",3,"5679.34","1893.1133333333332",450,0,190,3,"0.17777777777777778","0"
"19216141",4,"5012.85","1253.2125",599,0,88,4,"0.22777777777777777","0"
"19259955",4,"8311.47","2077.8675",486,0,289,4,"0.1","0"
"19275474",2,"3714.62","1857.31",535,0,458,2,"0.3111111111111111","0"
"19375332",2,"5604.14","2802.07",189,0,36,2,"0.1111111111111111","0"
"19393135",1,"938.37","938.37",146,0,146,1,"0.044444444444444446","0"
"19400174",1,"3804.03","3804.03",491,0,491,1,"0.044444444444444446","0"
"19425804",2,"1730.79","865.395",154,0,150,2,"0.044444444444444446","0"
"19482392",4,"6193.93","1548.4825",337,0,38,2,"0.18333333333333332","0"
"19523014",3,"9464.96","3154.9866666666667",524,1,11,3,"0.3111111111111111","0"
"19523856",1,"2961.15","2961.15",82,0,82,1,"0","0"
"19556566",2,"8079.95","4039.975",327,0,157,2,"0","0"
"19581959",2,"4418.9","2209.45",586,0,343,2,"0.2222222222222222","0"
"19682060",3,"7107.45","2369.15",589,0,354,2,"0.43703703703703706","0"
"19705695",1,"556.76","556.76",35,0,35,1,"0.06666666666666667","0"
"19741509",4,"10700.07","2675.0175",510,0,89,4,"0.05","0"
"19771128",1,"3041.96","3041.96",502,0,502,1,"0","0"
"20122449",1,"1435.13","1435.13",116,0,116,1,"0.4666666666666667","0"
"20148223",6,"7865.3","1310.8833333333334",469,0,138,4,"0.08888888888888889","0"
"20163931",6,"8475.61","1412.6016666666667",532,0,56,6,"0.0962962962962963","0"
"20209237",2,"2147.44","1073.72",416,0,346,2,"0.03333333333333333","0"
"20238921",4,"5704.54","1426.135",591,0,310,4,"0.016666666666666666","0"
"20298398",5,"12587.05","2517.41",530,0,87,5,"0.04888888888888889","0"
"20310720",2,"4264.79","2132.395",319,0,148,2,"0.06666666666666667","0"
"20314691",1,"3291.28","3291.28",80,0,80,1,"0","0"
"20343501",1,"3903.48","3903.48",171,0,171,1,"0","0"
"20360447",1,"4588.23","4588.23",458,0,458,1,"0.3333333333333333","0"
"20469626",1,"2161.37","2161.37",205,0,205,1,"0","0"
"20496835",2,"4128.69","2064.345",442,0,317,2,"0.05555555555555555","0"
"20517871",1,"4361.99","4361.99",575,0,575,1,"0","0"
"20625627",2,"4101.88","2050.94",529,0,514,2,"0","0"
"20634789",3,"3803.41","1267.8033333333333",501,0,254,3,"0.037037037037037035","0"
"20689141",2,"4751.24","2375.62",526,0,448,2,"0.5555555555555556","0"
"20834589",3,"9303.29","3101.096666666667",319,1,7,3,"0.022222222222222223","0"
"20835909",1,"1063.55","1063.55",367,0,367,1,"0.17777777777777778","0"
"23984022",2,"4220.32","2110.16",451,0,46,2,"0.011111111111111112","0"
"20940403",3,"4336.44","1445.48",484,0,284,3,"0.2962962962962963","0"
"20951294",1,"989.88","989.88",411,0,411,1,"0.06666666666666667","0"
"20956158",6,"9880.18","1646.6966666666667",545,0,214,5,"0.08518518518518518","0"
"21201299",4,"9273.79","2318.4475",557,0,173,4,"0.005555555555555556","0"
"21270783",1,"3496.28","3496.28",105,0,105,1,"0","0"
"21282544",3,"7390.42","2463.4733333333334",543,0,378,3,"0.044444444444444446","0"
"21409946",3,"8394.49","2798.1633333333334",588,0,30,3,"0.1111111111111111","0"
"21425168",3,"6870.56","2290.1866666666665",550,0,429,2,"0.05925925925925926","0"
"21432404",1,"424.61","424.61",417,0,417,1,"0","0"
"21456226",1,"1966.28","1966.28",558,0,558,1,"0.2","0"
"21461764",4,"15459.04","3864.76",528,0,128,3,"0.25555555555555554","0"
"21481338",2,"5430.7","2715.35",223,1,22,2,"0.2111111111111111","0"
"21573815",5,"13749.06","2749.812",576,0,117,4,"0.035555555555555556","0"
"21577948",3,"11214.05","3738.016666666667",541,0,511,2,"0.044444444444444446","0"
"21597477",4,"7341.44","1835.36",468,0,151,4,"0.07777777777777778","0"
"21658322",5,"6442.24","1288.448",577,0,268,4,"0.035555555555555556","0"
"21677923",3,"10171.29","3390.43",579,0,152,3,"0","0"
"43649266",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"21697638",4,"4197.09","1049.2725",563,0,331,4,"0.05555555555555555","0"
"21701991",7,"11648.6","1664.0857142857142",591,0,61,6,"0.15238095238095237","0"
"21779155",1,"2455.38","2455.38",561,0,561,1,"0.2","0"
"21784094",1,"1479.69","1479.69",293,0,293,1,"0.2","0"
"21786873",2,"4093.68","2046.84",475,0,124,2,"0.022222222222222223","0"
"21809858",2,"1282.15","641.075",484,1,6,2,"0.3","0"
"21866852",2,"3457.76","1728.88",488,0,208,2,"0.13333333333333333","0"
"21948041",3,"13137.13","4379.043333333333",396,0,108,3,"0.3111111111111111","0"
"22020776",1,"4992.15","4992.15",39,0,39,1,"0.08888888888888889","0"
"22036818",2,"3873.61","1936.805",422,0,385,2,"0.28888888888888886","0"
"22047134",3,"6051.37","2017.1233333333332",285,0,53,3,"0.037037037037037035","0"
"22054087",3,"5695.27","1898.4233333333334",488,0,239,3,"0.08888888888888889","0"
"22076522",4,"9534.15","2383.5375",387,0,48,4,"0.19444444444444445","0"
"22077605",2,"2648.55","1324.275",557,0,242,2,"0.25555555555555554","0"
"22081691",3,"8129.83","2709.943333333333",539,0,154,2,"0.21481481481481482","0"
"22112867",3,"7604.15","2534.7166666666667",476,0,276,2,"0.05185185185185185","0"
"22133362",2,"6421.84","3210.92",283,0,85,2,"0.011111111111111112","0"
"99643057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"22210238",6,"21686.8","3614.4666666666667",465,0,171,4,"0.07407407407407407","0"
"22227829",2,"4804.72","2402.36",535,0,212,2,"0.32222222222222224","0"
"22293666",2,"5307.74","2653.87",464,0,109,2,"0.011111111111111112","0"
"22321208",4,"10581.24","2645.31",559,0,439,4,"0.11666666666666667","0"
"22358567",2,"5499.91","2749.955",221,1,14,1,"0.32222222222222224","0"
"22483684",3,"4313.96","1437.9866666666667",538,1,13,3,"0.11851851851851852","0"
"22524981",1,"1333.69","1333.69",320,0,320,1,"0","0"
"22571994",1,"1308.05","1308.05",599,0,599,1,"0.4","0"
"22613559",1,"2843.52","2843.52",469,0,469,1,"0","0"
"22694456",5,"12685.68","2537.136",399,1,25,5,"0.1688888888888889","0"
"22738465",3,"4049.85","1349.95",514,0,69,3,"0.14074074074074075","0"
"22800586",4,"6143.59","1535.8975",545,0,243,4,"0.1","0"
"22822088",1,"2962.71","2962.71",7,1,7,1,"0.6666666666666666","0"
"22846435",1,"1543.13","1543.13",45,0,45,1,"0.3111111111111111","0"
"22851478",2,"4111.64","2055.82",334,0,303,2,"0.06666666666666667","0"
"22915611",3,"4216.95","1405.65",574,0,526,3,"0.0962962962962963","0"
"22931642",1,"5453.47","5453.47",453,0,453,1,"0.1111111111111111","0"
"4618801",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"22974816",1,"3194.98","3194.98",409,0,409,1,"0.08888888888888889","0"
"23081177",2,"6540.88","3270.44",383,0,205,2,"0.08888888888888889","0"
"23098216",1,"3823.81","3823.81",38,0,38,1,"0.5777777777777777","0"
"23126356",3,"8117.4","2705.8",261,0,174,3,"0.18518518518518517","0"
"23126657",2,"6323.93","3161.965",544,0,443,2,"0.28888888888888886","0"
"23286884",2,"7145.1","3572.55",296,0,241,2,"0","0"
"23348269",5,"12192.71","2438.542",389,0,150,4,"0.11555555555555555","0"
"23380116",3,"5871.02","1957.0066666666667",340,1,7,3,"0.17037037037037037","0"
"23448955",1,"1656.08","1656.08",296,0,296,1,"0","0"
"23567263",1,"2854.52","2854.52",90,0,90,1,"0.1111111111111111","0"
"23676689",3,"5261.2","1753.7333333333333",527,0,440,2,"0.037037037037037035","0"
"23755474",1,"479.64","479.64",553,0,553,1,"0.24444444444444444","0"
"23794330",3,"5430.97","1810.3233333333333",497,0,146,3,"0.24444444444444444","0"
"23844919",2,"3767.22","1883.61",168,0,95,2,"0.044444444444444446","0"
"23961725",1,"3804.98","3804.98",327,0,327,1,"0.1111111111111111","0"
"23976957",1,"1252.01","1252.01",184,0,184,1,"0.06666666666666667","0"
"23982977",2,"2481.61","1240.805",325,0,138,2,"0.25555555555555554","0"
"77903462",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"23996221",1,"1663.27","1663.27",456,0,456,1,"0","0"
"24000329",1,"1864.68","1864.68",347,0,347,1,"0","0"
"24043135",3,"4160.19","1386.73",358,0,99,2,"0.05925925925925926","0"
"24104630",2,"3457.11","1728.555",474,0,78,2,"0.08888888888888889","0"
"24137201",3,"8212.08","2737.36",596,0,116,3,"0.1925925925925926","0"
"24144240",5,"10673.67","2134.734",461,0,104,4,"0.04","0"
"24153726",3,"9106.12","3035.3733333333334",563,0,157,2,"0.26666666666666666","0"
"24308515",3,"5402.87","1800.9566666666667",467,0,106,3,"0.2074074074074074","0"
"24323106",2,"4018.13","2009.065",582,0,205,2,"0.03333333333333333","0"
"24337950",3,"5382.56","1794.1866666666667",406,0,141,3,"0.1925925925925926","0"
"24357425",2,"4825.14","2412.57",108,0,102,2,"0.08888888888888889","0"
"24456825",2,"5323.44","2661.72",454,0,365,2,"0.06666666666666667","0"
"24496983",2,"2816.71","1408.355",479,0,471,2,"0.03333333333333333","0"
"24517523",1,"4190.02","4190.02",128,0,128,1,"0.08888888888888889","0"
"24621386",4,"9034.34","2258.585",590,0,128,2,"0.1","0"
"24633671",2,"5118.96","2559.48",448,0,247,2,"0.03333333333333333","0"
"24644542",3,"3349.96","1116.6533333333334",354,0,93,2,"0.06666666666666667","0"
"46541905",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"24745800",1,"3086.21","3086.21",264,0,264,1,"0","0"
"24821281",4,"8894.45","2223.6125",257,0,136,4,"0.17222222222222222","0"
"24845814",2,"5259.03","2629.515",391,0,341,2,"0.3","0"
"24896263",1,"3112.29","3112.29",336,0,336,1,"0.17777777777777778","0"
"24988999",1,"665.98","665.98",594,0,594,1,"0","0"
"25081012",2,"6926.33","3463.165",568,0,435,2,"0.011111111111111112","0"
"25128143",7,"17638.83","2519.832857142857",597,0,282,5,"0.14603174603174604","0"
"25221501",2,"1990.95","995.475",316,1,21,2,"0.17777777777777778","0"
"25287111",1,"2506.93","2506.93",199,0,199,1,"0.2","0"
"25294147",1,"3427.02","3427.02",289,0,289,1,"0.06666666666666667","0"
"25447967",1,"1772.45","1772.45",303,0,303,1,"0.06666666666666667","0"
"25526479",1,"3732.99","3732.99",573,0,573,1,"0","0"
"25585013",3,"7078.88","2359.6266666666666",505,0,284,1,"0.05925925925925926","0"
"25587553",3,"6874.58","2291.5266666666666",518,0,258,3,"0.044444444444444446","0"
"25595836",2,"6099.8","3049.9",505,0,55,2,"0.011111111111111112","0"
"25641500",3,"6899.14","2299.713333333333",397,0,114,3,"0.26666666666666666","0"
"25659794",1,"5747.38","5747.38",316,0,316,1,"0.08888888888888889","0"
"12698783",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"25665997",1,"1306.86","1306.86",117,0,117,1,"0.044444444444444446","0"
"25706121",2,"6652.39","3326.195",489,0,486,2,"0.06666666666666667","0"
"25713335",2,"5168.85","2584.425",192,0,72,2,"0.05555555555555555","0"
"25722990",4,"10617.95","2654.4875",426,1,13,3,"0.2111111111111111","0"
"25770577",3,"4014.27","1338.09",421,0,222,3,"0.022222222222222223","0"
"25795941",1,"1983.84","1983.84",417,0,417,1,"0.08888888888888889","0"
"25829710",4,"7225.93","1806.4825",311,0,64,3,"0.3111111111111111","0"
"25850478",1,"874.78","874.78",6,1,6,1,"0.06666666666666667","0"
"25915909",1,"1445.95","1445.95",90,0,90,1,"0.35555555555555557","0"
"25977417",2,"7268.14","3634.07",339,0,334,2,"0.011111111111111112","0"
"26040510",3,"6677.18","2225.7266666666665",531,0,345,3,"0.1259259259259259","0"
"26199489",2,"1723.6","861.8",558,0,507,2,"0.08888888888888889","0"
"26227445",1,"2108.47","2108.47",193,0,193,1,"0.2","0"
"26245432",2,"5771","2885.5",306,0,304,2,"0.05555555555555555","0"
"26250082",1,"1905.92","1905.92",182,0,182,1,"0","0"
"26285589",7,"18912.97","2701.852857142857",533,0,42,6,"0.06349206349206349","0"
"26303194",4,"6050.3","1512.575",450,1,16,4,"0.15555555555555556","0"
"67960179",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"26364643",1,"5692.84","5692.84",36,0,36,1,"0","0"
"26412689",1,"2147.13","2147.13",48,0,48,1,"0.1111111111111111","0"
"26432512",1,"1825.16","1825.16",495,0,495,1,"0","0"
"26521850",2,"1095.46","547.73",412,0,67,2,"0","0"
"26592009",1,"2475.69","2475.69",134,0,134,1,"0","0"
"26716400",2,"3399.06","1699.53",171,0,63,1,"0","0"
"26752630",3,"4225.36","1408.4533333333334",470,0,324,3,"0.029629629629629627","0"
"26805477",1,"1520.7","1520.7",184,0,184,1,"0.06666666666666667","0"
"26844216",5,"9848.35","1969.67",479,0,53,3,"0.08444444444444445","0"
"26863280",2,"4399.02","2199.51",236,0,93,2,"0.05555555555555555","0"
"26903313",2,"4787.48","2393.74",258,0,163,2,"0.1111111111111111","0"
"26912171",2,"3668.87","1834.435",208,0,81,2,"0","0"
"26935187",2,"7962.41","3981.205",491,0,468,2,"0","0"
"26936578",1,"1204.48","1204.48",468,0,468,1,"0.06666666666666667","0"
"27049432",2,"4558.05","2279.025",387,0,325,2,"0.022222222222222223","0"
"27304727",1,"3090.23","3090.23",363,0,363,1,"0","0"
"27304827",3,"6570.71","2190.2366666666667",165,0,141,2,"0.17037037037037037","0"
"27336589",3,"5092.16","1697.3866666666668",340,0,121,3,"0.2","0"
"27381533",1,"4712.89","4712.89",395,0,395,1,"0.06666666666666667","0"
"27416314",1,"230.58","230.58",563,0,563,1,"0","0"
"27504517",3,"2869.33","956.4433333333334",439,0,166,3,"0.15555555555555556","0"
"27513158",3,"6952.04","2317.346666666667",463,0,307,2,"0.2814814814814815","0"
"27604184",5,"11059.84","2211.968",578,0,84,5,"0.14666666666666667","0"
"27620326",2,"4366.78","2183.39",596,0,280,2,"0","0"
"27692428",2,"2021.8","1010.9",423,1,24,2,"0.13333333333333333","0"
"27694927",1,"1751.84","1751.84",355,0,355,1,"0","0"
"27698051",4,"6764.75","1691.1875",536,1,15,2,"0.06666666666666667","0"
"27709218",4,"6364.07","1591.0175",379,0,74,4,"0.19444444444444445","0"
"27727819",2,"4296.22","2148.11",477,0,414,2,"0","0"
"27746432",1,"3642.25","3642.25",449,0,449,1,"0.5777777777777777","0"
"27824078",1,"1305.23","1305.23",130,0,130,1,"0.26666666666666666","0"
"27878182",2,"5142.4","2571.2",198,1,10,2,"0.36666666666666664","0"
"27955158",1,"3434.25","3434.25",560,0,560,1,"0.044444444444444446","0"
"27971619",2,"6366.39","3183.195",272,0,161,1,"0","0"
"28111842",2,"7162.39","3581.195",200,0,144,2,"0","0"
"28173165",1,"2037.05","2037.05",565,0,565,1,"0.5555555555555556","0"
"28205701",2,"2434.17","1217.085",379,0,98,2,"0.05555555555555555","0"
"28221067",1,"338.14","338.14",207,0,207,1,"0.5333333333333333","0"
"28277304",1,"1350.28","1350.28",74,0,74,1,"0.13333333333333333","0"
"28280172",1,"2583.14","2583.14",44,0,44,1,"0.24444444444444444","0"
"28286754",3,"5470.2","1823.4",276,0,199,2,"0.05925925925925926","0"
"28289030",1,"2429.09","2429.09",384,0,384,1,"0","0"
"28350645",2,"824.99","412.495",232,0,181,2,"0.12222222222222222","0"
"28394354",3,"5612.74","1870.9133333333334",414,0,171,3,"0.4222222222222222","0"
"28413467",1,"4414.19","4414.19",160,0,160,1,"0","0"
"28428852",3,"6195.82","2065.2733333333335",435,0,176,3,"0.06666666666666667","0"
"28458746",2,"3305.43","1652.715",573,0,317,2,"0.3888888888888889","0"
"28499191",2,"1414.01","707.005",368,0,145,1,"0.26666666666666666","0"
"28603182",2,"5799.52","2899.76",594,0,132,2,"0.12222222222222222","0"
"28663279",5,"13861.88","2772.376",558,0,169,4,"0.03111111111111111","0"
"28876580",1,"2465.17","2465.17",90,0,90,1,"0","0"
"28991365",2,"5679.21","2839.605",330,1,19,2,"0.12222222222222222","0"
"28995786",3,"4780.65","1593.55",428,0,139,3,"0.05185185185185185","0"
"85831746",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"29095552",4,"8016.13","2004.0325",569,0,119,4,"0.08333333333333333","0"
"29265216",1,"878.07","878.07",442,0,442,1,"0","0"
"29272253",4,"6229.9","1557.475",568,0,42,3,"0.22777777777777777","0"
"29324437",4,"13058.41","3264.6025",554,0,255,4,"0","0"
"29361038",1,"3876.32","3876.32",235,0,235,1,"0","0"
"29415527",3,"4939.93","1646.6433333333334",350,0,143,2,"0.08148148148148149","0"
"29431960",1,"169.88","169.88",445,0,445,1,"0","0"
"29451600",4,"10620.76","2655.19",518,1,19,3,"0.2388888888888889","0"
"29525287",3,"5331.55","1777.1833333333334",305,1,14,3,"0.2814814814814815","0"
"29562072",4,"8997.82","2249.455",417,1,2,4,"0.08888888888888889","0"
"29562254",4,"6564.61","1641.1525",320,0,45,3,"0.03333333333333333","0"
"29584848",4,"10291.47","2572.8675",572,0,108,4,"0.2388888888888889","0"
"29600229",1,"3493.45","3493.45",289,0,289,1,"0.1111111111111111","0"
"29653387",3,"8533.94","2844.6466666666665",537,1,22,2,"0.21481481481481482","0"
"29664214",1,"764.69","764.69",424,0,424,1,"0","0"
"29689766",4,"4924.72","1231.18",514,0,200,4,"0.07777777777777778","0"
"29858395",1,"2455.82","2455.82",347,0,347,1,"0.6666666666666666","0"
"86897973",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"29902416",3,"4251.36","1417.12",341,0,178,3,"0.08148148148148149","0"
"29941225",1,"559.88","559.88",589,0,589,1,"0","0"
"29973346",5,"13027.52","2605.504",568,0,95,5,"0.09333333333333334","0"
"30029998",1,"3973.9","3973.9",415,0,415,1,"0","0"
"30042971",2,"4621.13","2310.565",393,0,34,2,"0.36666666666666664","0"
"30065862",3,"7183.56","2394.52",184,0,40,2,"0.1037037037037037","0"
"30188374",4,"6233.38","1558.345",346,0,164,2,"0.08333333333333333","0"
"30192942",3,"12114.24","4038.08",304,0,87,3,"0.1259259259259259","0"
"30265929",1,"1887.26","1887.26",177,0,177,1,"0.06666666666666667","0"
"30285217",3,"5778.19","1926.0633333333333",530,0,392,2,"0.13333333333333333","0"
"30317733",5,"8935.9","1787.18",530,1,11,4,"0","0"
"30367559",1,"1456.96","1456.96",57,0,57,1,"0.28888888888888886","0"
"30373140",3,"6889.35","2296.45",497,0,319,2,"0.06666666666666667","0"
"30447453",4,"7116.54","1779.135",578,0,104,4,"0.22777777777777777","0"
"30455484",3,"6734.78","2244.9266666666667",534,0,150,3,"0.08888888888888889","0"
"30468930",1,"3217.54","3217.54",470,0,470,1,"0","0"
"30643619",3,"5098.72","1699.5733333333333",531,0,73,3,"0.1037037037037037","0"
"12397668",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"30755306",1,"2256.38","2256.38",172,0,172,1,"0.06666666666666667","0"
"30788486",2,"4691.81","2345.905",175,0,171,2,"0.03333333333333333","0"
"30823988",6,"11943.92","1990.6533333333334",539,1,26,5,"0.2037037037037037","0"
"30891209",1,"2639.67","2639.67",211,0,211,1,"0.6666666666666666","0"
"30979436",2,"2159.27","1079.635",555,1,22,2,"0.3","0"
"31000129",2,"4424.85","2212.425",367,0,104,2,"0.12222222222222222","0"
"31026200",3,"7196.61","2398.87",444,0,42,3,"0.2222222222222222","0"
"31076002",3,"7650","2550",127,0,67,2,"0.029629629629629627","0"
"31084686",2,"6094.66","3047.33",311,0,47,2,"0.044444444444444446","0"
"31156674",4,"8615.19","2153.7975",574,0,118,3,"0.09444444444444444","0"
"31233120",2,"3343.09","1671.545",454,0,59,2,"0.14444444444444443","0"
"31324823",2,"3951.86","1975.93",412,0,123,2,"0.044444444444444446","0"
"31328762",2,"8889.81","4444.905",328,0,319,2,"0.23333333333333334","0"
"31371112",2,"5944.7","2972.35",248,0,185,2,"0.03333333333333333","0"
"31384626",1,"1001.25","1001.25",461,0,461,1,"0","0"
"31389750",2,"5772.12","2886.06",545,0,364,2,"0.28888888888888886","0"
"31410886",1,"2272.72","2272.72",222,0,222,1,"0.044444444444444446","0"
"84287579",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0"
"31456752",5,"13229.97","2645.994",432,0,206,4,"0.044444444444444446","0"
"31527100",1,"1742","1742",512,0,512,1,"0","0"
"31537100",2,"4304.62","2152.31",553,0,164,2,"0.03333333333333333","0"
"31576845",3,"6745.34","2248.4466666666667",446,0,251,3,"0.029629629629629627","0"
"31582950",3,"8479.77","2826.59",310,0,112,3,"0.11851851851851852","0"
"31619915",1,"1379.82","1379.82",321,0,321,1,"0.044444444444444446","0"
"31622158",1,"1682.78","1682.78",105,0,105,1,"0.26666666666666666","0"
"31681710",4,"8499.26","2124.815",535,0,160,3,"0.044444444444444446","0"
"31718565",3,"4744.9","1581.6333333333334",356,0,185,3,"0.21481481481481482","0"
"31776996",4,"14008.75","3502.1875",493,0,203,3,"0.22777777777777777","0"
"31831843",2,"1379.08","689.54",548,0,364,2,"0.05555555555555555","0"
"31846190",2,"4329.94","2164.97",291,0,127,2,"0.26666666666666666","0"
"31923338",2,"2890.54","1445.27",432,0,54,2,"0.06666666666666667","0"
"31940833",6,"16365.66","2727.61",593,0,251,5,"0.014814814814814815","0"
